,index,Company,Abbr,Road No.,Model,Date,HP
1533,406,The Helm Project,HELM,[7000 & 7002],SD45,Jul-70,3600.0
1534,407,The Helm Project,HELM,[7001 & 7005],SD45,"1/69, 4/68",3600.0
1535,408,The Helm Project,HELM,[7003 & 7004],SD45,"9, 10/71",3600.0
1536,409,The Helm Project,HELM,[7006 & 7007],SD45,"9/69, 2/70",3600.0
1537,410,The Helm Project,HELM,[7008-7010],SD45,"12,9,6/66",3600.0
1538,411,The Helm Project,HELM,"The above 7000 series locos were assigned #s, but locos sold to WC before #s applied",SD45,,3600.0
1539,412,The Helm Project,HELM,7003 & 7008-09,SD40-2,11/12/1977,3000.0
1540,413,The Helm Project,HELM,7011,SD40-2,Jul-70,3000.0
1541,414,The Helm Project,HELM,7026 & 7028,SD40-2,Dec-77,3000.0
1542,415,The Helm Project,HELM,7070,SD40-2,Jul-78,3000.0
1543,416,The Helm Project,HELM,7075-7084,SD40-2,Oct-78,3000.0
1544,417,The Helm Project,HELM,7087-93,SD40-2,Oct-78,3000.0
1545,418,The Helm Project,HELM,7095 & 7097-7125,SD40-2,11/12/1978,3000.0
1546,419,The Helm Project,HELM,"7149, 56, 59 & 61",SD40-2,2/4/1979,3000.0
1547,420,The Helm Project,HELM,7167-7169,SD40-2,Sep-79,3000.0
1548,421,The Helm Project,HELM,7171-7183,SD40-2,Sep-79,3000.0
1549,422,The Helm Project,HELM,7186-7205,SD40-2,9/10/1979,3000.0
1550,423,The Helm Project,HELM,7228-7235,SD40-2,Jul-80,3000.0
1551,424,The Helm Project,HELM,"7253, 7258 & 7267",SD40-2,2/3/1980,3000.0
1552,425,The Helm Project,HELM,7332,SD40-2,--,3000.0
1553,426,The Helm Project,HELM,7700 and 7701,GP60,Oct-78,3800.0
1554,427,The Helm Project,HELM,7789,GP38,Oct-69,2000.0
1555,428,The Helm Project,HELM,7857 & 7860,SD40-2,Oct-78,3000.0
1556,429,The Helm Project,HELM,7869 & 7892,SD40-2,3 & 5/79,3000.0
1557,430,The Helm Project,HELM,8033,SD40-2,Aug-79,3000.0
1558,431,The Helm Project,HELM,JFDX 8045,SD40-2,Aug-79,3000.0
1559,432,The Helm Project,HELM,8046,SD40-2,Aug-79,3000.0
1560,433,The Helm Project,HELM,"8058-59, 61 & 71",SD40-2,11/12/1979,3000.0
1561,434,The Helm Project,HELM,8076-77 & 79,SD40-2,Aug-79,3000.0
1562,435,The Helm Project,HELM,"8082, 85 & 89",SD40-2,Aug-79,3000.0
1563,436,The Helm Project,HELM,8137-8159,SD40-2,6/7/1980,3000.0
1564,437,The Helm Project,HELM,8161-8181,SD40-2,Jul-80,3000.0
1565,438,The Helm Project,HELM,8443,SD40-2,--,3000.0
1566,439,The Helm Project,HELM,8507,SD40-2,Nov-78,3000.0
1567,440,The Helm Project,HELM,9000 & 9001,SD40M-2,"--, 5/69",
1568,441,The Helm Project,HELM,"9002, 9003 & 9007",SD40M-2,"8, 1/66, 2/68",
1569,442,The Helm Project,HELM,9004-9006,SD40M-2,"2,1,2/69",
1570,443,The Helm Project,HELM,9008-9010,SD40M-2,1/3/1969,
1571,444,The Helm Project,HELM,9011-9013,SD40M-2,"10, 3, 2/69",
1572,445,The Helm Project,HELM,9014-9016,SD40M-2,"10, 12, 12/66",
1573,446,The Helm Project,HELM,"9017, 9019 & 9020",SD40M-2,Apr-69,
1574,447,The Helm Project,HELM,9018,SD40M-2,Feb-68,
1575,448,The Helm Project,HELM,9021 & 9022,SD40M-2,--,
1576,449,The Helm Project,HELM,9023-9025,SD40M-2,"1/68, 12/67, 7/68",
1577,450,The Helm Project,HELM,9026 & 9031,SD40M-2,"7/68, 4/69",
1578,451,The Helm Project,HELM,9027-9029,SD40M-2,12/67; 1/68,
1579,452,The Helm Project,HELM,"9030, 9032 & 9036",SD40M-2,12/67; 1/68,
1580,453,The Helm Project,HELM,9037 & 9039,SD40M-2,Apr-70,
1581,454,The Helm Project,HELM,9038 & 9040,SD40M-2,"4/70, 5/71",
1582,455,The Helm Project,HELM,9041 & 9042,SD40M-2,"8/66, 3/71",
1583,456,The Helm Project,HELM,"9043, 9047",SD40M-2,Aug-68,
1584,457,The Helm Project,HELM,9044 & 9045,SD40M-2,Aug-66,
1585,458,The Helm Project,HELM,[9050-9052],SD40M-2,"-1/70, 3/65, -",
1586,459,The Helm Project,HELM,9297,GP38-2,Nov-75,2000.0
1587,460,The Helm Project,HELM,"9405, & 9409",GP38-2,Mar-79,2000.0
1588,461,The Helm Project,HELM,"9401, 03, 08, 12, 14",GP40-2LM,3/4/1974,
1589,462,The Helm Project,HELM,"9432, 34, 38, 43",GP40-2LM,Jun-74,
1590,463,The Helm Project,HELM,"9458, 59, 63 & 65-66",GP40-2LM,6/7/1974,
1591,464,The Helm Project,HELM,"9470-72, 78 and 80",GP40-2LM,7/8/1974,
1592,465,The Helm Project,HELM,"9522, 26 & 70",GP40-2LM,"10-11/74, 3/75",
1593,466,The Helm Project,HELM,9569,SF-30C,Feb-75,
1594,467,The Helm Project,HELM,"9632, 9634 & 9636",GP40-2M,9/75; 3/76,
1595,468,The Helm Project,HELM,"9641-42, 44, & 46",GP40-2M,Mar-76,
1596,469,The Helm Project,HELM,9647-53 (odd #s only),GP40-2M,Mar-76,
1597,470,The Helm Project,HELM,"9655-57, 59 & 60",GP40-2M,3/4/1976,
1598,471,The Helm Project,HELM,9662-65 & 67,GP40-2M,4/5/1976,
1599,472,The Helm Project,HELM,9712,GP38AC,Feb-70,2000.0
1600,473,The Helm Project,HELM,9925,SD40-2,Sep-78,3000.0
1601,474,The Helm Project,HELM,"HLGX 525-26, 29, 32-33 & 35-36",C30-7,6/7/1978,3000.0
1602,475,The Helm Project,HELM,HLGX 535-36 & 538,C30-7,Oct-78,3000.0
1603,476,The Helm Project,HELM,HLGX 540-545,C30-7,4/5/1979,3000.0
1604,477,The Helm Project,HELM,HLGX 546-548,C30-7,May-79,3000.0
1605,478,The Helm Project,HELM,"HLGX 550, 51, 54 & 55",C30-7,May-79,3000.0
1606,479,The Helm Project,HELM,HLGX 559-562,C30-7,May-79,3000.0
1607,480,The Helm Project,HELM,"HLGX 584, 585 & 587",C30-7,"3, 7, 10/78",3000.0
1608,481,The Helm Project,HELM,"HLGX 584, 585 & 587",C30-7,"3, 7, 10/78",3000.0
1609,482,The Helm Project,HELM,"HLGX 590, 592 & 593",C30-7,May-79,3000.0
1610,483,The Helm Project,HELM,HLGX 6800 & 6801,C36-7E,"10/79, 12/78",
1611,484,The Helm Project,HELM,HLGX 6802 & 6803,C36-7E,Oct-79,
1612,485,The Helm Project,HELM,HLGX 6804-6807,C36-7E,Dec-78,
1613,486,The Helm Project,HELM,HLGX 6808-6811,C36-7E,Dec-78,
1614,487,The Helm Project,HELM,HLGX 6812-6814,C36-7E,Oct-79,
1615,488,The Helm Project,HELM,HLGX 6815-6818,C36-7E,Oct-79,
1616,489,The Helm Project,HELM,HLGX 6819-6822,C36-7E,12/78; 10/79,
1617,490,The Helm Project,HELM,HLGX 6823-6827,C36-7E,"12/78, 10/79",
1618,491,The Helm Project,HELM,HLGX 6828,C36-7E,Oct-79,
1619,492,The Helm Project,HELM,HLLX 001-006,SD40,--,3000.0
1620,493,The Helm Project,HELM,HLLX 1120-1129,SW1500,Nov-72,1500.0
1621,494,The Helm Project,HELM,HLLX 1500,SW1500,Dec-72,1500.0
1622,495,The Helm Project,HELM,"HLLX 2009, 10 & 13-30",GP38-2,Jan-72,2000.0
1623,496,The Helm Project,HELM,HLLX 2032-35 & 37-42,GP38-2,1/2/1972,2000.0
1624,497,The Helm Project,HELM,"HLLX 2044-47, 49 & 50",GP38-2,Feb-72,2000.0
1625,498,The Helm Project,HELM,HLLX 2052 & 2053,GP38-2,Feb-72,2000.0
1626,499,The Helm Project,HELM,HLLX 2054-2063,GP38-2,Sep-72,2000.0
1627,500,The Helm Project,HELM,HLLX 2064-2073,GP38-2,Oct-72,2000.0
1628,501,The Helm Project,HELM,"HLLX 2337, 38 & 62",GP38-2,Jan-72,2000.0
1629,502,The Helm Project,HELM,"HLLX 2374, 75 & 77",GP38-2,Feb-72,2000.0
1630,503,The Helm Project,HELM,HLLX 2384 & 2385,GP38-2,Oct-72,2000.0
1631,504,The Helm Project,HELM,HLLX 2580 - 2599,GP38-2,9/10/1972,2000.0
1632,505,The Helm Project,HELM,HLLX 2600-2608,GP38-2,Oct-72,2000.0
1633,506,The Helm Project,HELM,HLLX 2691 and 2692,MP15DC,Dec-74,1500.0
1634,507,The Helm Project,HELM,HLLX 2838 & 2861,MP15DC,"3, 2/73",1500.0
1635,508,The Helm Project,HELM,HLLX 3000 & 3013,SD40,"3, 12/66",3000.0
1636,509,The Helm Project,HELM,"HLLX 3060, 3065 & 3069",SD40,"7,8,2/67",3000.0
1637,510,The Helm Project,HELM,HLLX 3072-3074,SD40,2/67; 2/70,3000.0
1638,511,The Helm Project,HELM,HLLX 3072-3074,SD40,2/67; 2/70,3000.0
1639,512,The Helm Project,HELM,HLLX 3076 & 3082,SD40,Aug-67,3000.0
1640,513,The Helm Project,HELM,HLLX 3072-3074,SD40,2/67; 2/70,3000.0
1641,514,The Helm Project,HELM,"HLLX 3101, 03 10-11",SD40,"--, --, 11/67",3000.0
1642,515,The Helm Project,HELM,HLLX 3201 & 3203,SW1500,--,1500.0
1643,516,The Helm Project,HELM,HLMX 5421 & 5422,SD50F,Jul-85,3500.0
1644,517,The Helm Project,HELM,"HLMX 5442, 5446-7 & 5456",SD50F,Feb-87,3500.0
1645,0,Horizon Rail Leasing,Horizon,308,SD18/SD-M,Apr-60,
1646,1,Horizon Rail Leasing,Horizon,319,SD-M,,
1647,2,Horizon Rail Leasing,Horizon,343,SD9m,Mar-57,
1648,3,Horizon Rail Leasing,Horizon,547,GP35,Apr-64,2500.0
1649,4,Horizon Rail Leasing,Horizon,708,SW9U,,
1650,5,Horizon Rail Leasing,Horizon,859,SD-M,,
1651,6,Horizon Rail Leasing,Horizon,1323,MP15DC,Mar-75,1500.0
1652,7,Horizon Rail Leasing,Horizon,2105,GP38,Nov-67,2000.0
1653,8,Horizon Rail Leasing,Horizon,2340,GP38M-2,,
1654,9,Horizon Rail Leasing,Horizon,2675,SD40M-2,,
1655,10,Horizon Rail Leasing,Horizon,2690,SD40M-2,,
1656,11,Horizon Rail Leasing,Horizon,3134,GP40-2,Aug-68,3000.0
1657,12,Horizon Rail Leasing,Horizon,3312,SD40-2,,3000.0
1658,13,Horizon Rail Leasing,Horizon,3617,GP38,Oct-67,2000.0
1659,14,Horizon Rail Leasing,Horizon,8420,GP10,Feb-52,1800.0
1660,0,Indiana Box Corporation,IBCX,18,GP18 ,Jan-60,
1661,1,Indiana Box Corporation,IBCX,47,GP7 ,Apr-52,
1662,2,Indiana Box Corporation,IBCX,77,GP7 ,Jun-54,
1663,3,Indiana Box Corporation,IBCX,102,GP7 ,,
1664,4,Indiana Box Corporation,IBCX,167,RS-1 ,Apr-50,
1665,5,Indiana Box Corporation,IBCX,222,GP9 ,Jan-58,
1666,6,Indiana Box Corporation,IBCX,352,RS-11 ,Jun-60,
1667,7,Indiana Box Corporation,IBCX,442,RSD-15 ,Apr-60,
1668,8,Indiana Box Corporation,IBCX,605,RS-11 ,Sep-56,
1669,9,Indiana Box Corporation,IBCX,616,SD18 ,Apr-60,
1670,10,Indiana Box Corporation,IBCX,752,GP7 ,Mar-51,
1671,11,Indiana Box Corporation,IBCX,753,GP9 ,Sep-55,
1672,12,Indiana Box Corporation,IBCX,804,SDM ,Apr-59,
1673,13,Indiana Box Corporation,IBCX,809,SDM ,Apr-60,
1674,14,Indiana Box Corporation,IBCX,811,SDM ,Apr-59,
1675,15,Indiana Box Corporation,IBCX,813,SDM ,Aug-59,
1676,16,Indiana Box Corporation,IBCX,CKIN 814,SDM ,,
1677,17,Indiana Box Corporation,IBCX,CKIN 815,SDM ,,
1678,18,Indiana Box Corporation,IBCX,CKIN 818,SDM ,,
1679,19,Indiana Box Corporation,IBCX,"1050, 1061 & 1073",GP10 ,Jan-56,
1680,20,Indiana Box Corporation,IBCX,1500,GP7 ,Aug-52,
1681,21,Indiana Box Corporation,IBCX,CKIN 1706,GP16 ,Aug-51,
1682,22,Indiana Box Corporation,IBCX,1855,GP16 ,,
1683,23,Indiana Box Corporation,IBCX,CKIN 2003,GP20 ,Feb-62,
1684,24,Indiana Box Corporation,IBCX,2028,C630,,3000.0
1685,25,Indiana Box Corporation,IBCX,3103 & 3112,B23-7 ,Jan-78,
1686,26,Indiana Box Corporation,IBCX,3118 & 3119,B23-7 ,Feb-78,
1687,27,Indiana Box Corporation,IBCX,"3133, 3137 & 3139",B23-7 ,Aug-78,
1688,28,Indiana Box Corporation,IBCX,3160 & 3162,B23-7 ,Sep-78,
1689,29,Indiana Box Corporation,IBCX,3180 & 3182,B23-7 ,8-Oct,
1690,30,Indiana Box Corporation,IBCX,3346,SD40-2 ,,
1691,31,Indiana Box Corporation,IBCX,"3460, 3481 & 3492",SD40-2 ,,
1692,32,Indiana Box Corporation,IBCX,4029,GP9R ,Sep-55,
1693,33,Indiana Box Corporation,IBCX,4093 & 4098,B23-7R,,
1694,34,Indiana Box Corporation,IBCX,4215,GP30,Aug-63,2250.0
1695,35,Indiana Box Corporation,IBCX,CKIN 5093,GP38-2 ,Oct-73,
1696,36,Indiana Box Corporation,IBCX,CKIN 5115,GP38-2 ,Jan-74,
1697,37,Indiana Box Corporation,IBCX,CKIN 5152,GP38-2 ,Oct-74,
1698,38,Indiana Box Corporation,IBCX,5806 & 5876,B36-7 ,Aug-85,
1699,39,Indiana Box Corporation,IBCX,5913,GP9 ,Dec-54,
1700,40,Indiana Box Corporation,IBCX,6009 & 6014,SD40A,,3000.0
1701,41,Indiana Box Corporation,IBCX,CKIN 6321,SD40 ,1970,
1702,42,Indiana Box Corporation,IBCX,CKIN 7042,GP9R ,Jul-57,
1703,43,Indiana Box Corporation,IBCX,7043,C30-7 ,Sep-79,
1704,44,Indiana Box Corporation,IBCX,7076,GP9R ,Nov-58,
1705,45,Indiana Box Corporation,IBCX,7225,GP9 ,,
1706,46,Indiana Box Corporation,IBCX,7309 & 7317,SD18 ,Jan-63,
1707,47,Indiana Box Corporation,IBCX,7855,B30-7 ,Mar-79,
1708,48,Indiana Box Corporation,IBCX,8281,GP7,,1500.0
1709,49,Indiana Box Corporation,IBCX,CKIN 8314,GP10 ,Apr-54,
1710,50,Indiana Box Corporation,IBCX,8952,SD45 ,Aug-74,
1711,0,Independent Locomotive Service,ILSX,9,SW1200,Feb-64,1200.0
1712,1,Independent Locomotive Service,ILSX,10,SW9,Sep-61,1200.0
1713,2,Independent Locomotive Service,ILSX,69,SW1,,600.0
1714,3,Independent Locomotive Service,ILSX,143,SW900,Aug-36,900.0
1715,4,Independent Locomotive Service,ILSX,201,SW1500,Oct-68,1500.0
1716,5,Independent Locomotive Service,ILSX,302,GP7,Jun-53,1500.0
1717,6,Independent Locomotive Service,ILSX,551,GP15-1,Jun-76,1500.0
1718,7,Independent Locomotive Service,ILSX,607,GP15-1,Jul-97,1500.0
1719,8,Independent Locomotive Service,ILSX,674,GP15-1,Feb-82,1500.0
1720,9,Independent Locomotive Service,ILSX,716,GP15AC,Nov-82,1500.0
1721,10,Independent Locomotive Service,ILSX,736,GP15AC,Dec-82,1500.0
1722,11,Independent Locomotive Service,ILSX,738,GP15AC,Dec-82,1500.0
1723,12,Independent Locomotive Service,ILSX,900,SW8,Dec-51,800.0
1724,13,Independent Locomotive Service,ILSX,901,SW8,Aug-51,800.0
1725,14,Independent Locomotive Service,ILSX,902,RS3m,Oct-50,
1726,15,Independent Locomotive Service,ILSX,904(2nd),SW1,Sep-47,600.0
1727,16,Independent Locomotive Service,ILSX,905,SW1200,Jan-55,1200.0
1728,17,Independent Locomotive Service,ILSX,906,TR2A,Dec-49,
1729,18,Independent Locomotive Service,ILSX,"907, 908 & 910",TR4A,Sep-50,
1730,19,Independent Locomotive Service,ILSX,909,SW8,Feb-51,800.0
1731,20,Independent Locomotive Service,ILSX,911,TR4B,Sep-50,
1732,21,Independent Locomotive Service,ILSX,912,SW1,,600.0
1733,22,Independent Locomotive Service,ILSX,913 & 916,SW7,Sep-50,1200.0
1734,23,Independent Locomotive Service,ILSX,914,SW1200,Jan-55,1200.0
1735,24,Independent Locomotive Service,ILSX,915,SW1200,Feb-64,1200.0
1736,25,Independent Locomotive Service,ILSX,917,SW7,Oct-51,1200.0
1737,26,Independent Locomotive Service,ILSX,920,SW1,Dec-50,600.0
1738,27,Independent Locomotive Service,ILSX,921 & 928,SW1500,Jun-72,1500.0
1739,28,Independent Locomotive Service,ILSX,924,SW1500,Apr-72,1500.0
1740,29,Independent Locomotive Service,ILSX,927,SW1500,Apr-69,1500.0
1741,30,Independent Locomotive Service,ILSX,929,SW1500,Apr-73,1500.0
1742,31,Independent Locomotive Service,ILSX,930,SW1500,Apr-70,1500.0
1743,32,Independent Locomotive Service,ILSX,931-932,SW1200RS,Dec-59,1200.0
1744,33,Independent Locomotive Service,ILSX,934,SW1500,Mar-56,1500.0
1745,34,Independent Locomotive Service,ILSX,935,MP15AC,Sep-75,1500.0
1746,35,Independent Locomotive Service,ILSX,939,MP15AC,Feb-76,1500.0
1747,36,Independent Locomotive Service,ILSX,942,MP15,,
1748,37,Independent Locomotive Service,ILSX,943,SW1500,,1500.0
1749,38,Independent Locomotive Service,ILSX,944,SW1500,Oct-68,1500.0
1750,39,Independent Locomotive Service,ILSX,951,SW1500,Oct-68,1500.0
1751,40,Independent Locomotive Service,ILSX,1009,NW2,Sep-48,1000.0
1752,41,Independent Locomotive Service,ILSX,1303,SD40-2,Jan-66,3000.0
1753,42,Independent Locomotive Service,ILSX,1304,GP15-1,,1500.0
1754,43,Independent Locomotive Service,ILSX,1307,GP15-1,,1500.0
1755,44,Independent Locomotive Service,ILSX,1312,GP38,Mar-69,2000.0
1756,45,Independent Locomotive Service,ILSX,1318,GP9u,Feb-57,
1757,46,Independent Locomotive Service,ILSX,1323,GP9,Jan-59,1750.0
1758,47,Independent Locomotive Service,ILSX,1328,SD38-3,Apr-70,
1759,48,Independent Locomotive Service,ILSX,1329 & 1230,SD40-2,Jul-76,3000.0
1760,49,Independent Locomotive Service,ILSX,1338,SD40-2,Jan-70,3000.0
1761,50,Independent Locomotive Service,ILSX,1339-1341,SD40-3,Jan-70,
1762,51,Independent Locomotive Service,ILSX,1343,SD40-T2,Apr-78,
1763,52,Independent Locomotive Service,ILSX,1344,SD40-2,Jan-80,3000.0
1764,53,Independent Locomotive Service,ILSX,1346,GP38-2,Oct-69,2000.0
1765,54,Independent Locomotive Service,ILSX,1349,GP9,Jan-54,1750.0
1766,55,Independent Locomotive Service,ILSX,1350,SD40T-2,Jun-80,3000.0
1767,56,Independent Locomotive Service,ILSX,1352,GP10,,1800.0
1768,57,Independent Locomotive Service,ILSX,1354,GP11,Feb-51,
1769,58,Independent Locomotive Service,ILSX,1355,GP11,Dec-54,
1770,59,Independent Locomotive Service,ILSX,1359,SW1,May-49,600.0
1771,60,Independent Locomotive Service,ILSX,"1360, 1362 & 1363",GP5(GP9m),Jul-57,
1772,61,Independent Locomotive Service,ILSX,1364 & 1366,SW1,May-40,600.0
1773,62,Independent Locomotive Service,ILSX,1365,GP9,Jul-59,1750.0
1774,63,Independent Locomotive Service,ILSX,1367,SW7,Jul-50,1200.0
1775,64,Independent Locomotive Service,ILSX,1368,GP10,Feb-50,1800.0
1776,65,Independent Locomotive Service,ILSX,1369,GP9,Aug-57,1750.0
1777,66,Independent Locomotive Service,ILSX,1370,SW8,Aug-51,800.0
1778,67,Independent Locomotive Service,ILSX,1371,SW1,Nov-50,600.0
1779,68,Independent Locomotive Service,ILSX,1372,NW2,Oct-48,1000.0
1780,69,Independent Locomotive Service,ILSX,1373,SW7,Feb-50,1200.0
1781,70,Independent Locomotive Service,ILSX,1374,SD9,Mar-58,1750.0
1782,71,Independent Locomotive Service,ILSX,1378,SW1,Jul-53,600.0
1783,72,Independent Locomotive Service,ILSX,1379,GP7,Jan-58,1500.0
1784,73,Independent Locomotive Service,ILSX,1380,GP9,Jan-58,1750.0
1785,74,Independent Locomotive Service,ILSX,1381,GP7,Mar-50,1500.0
1786,75,Independent Locomotive Service,ILSX,1382 & 1383,GP9,May-56,1750.0
1787,76,Independent Locomotive Service,ILSX,1384,SD9,Sep-57,1750.0
1788,77,Independent Locomotive Service,ILSX,1385,GP9u,May-56,
1789,78,Independent Locomotive Service,ILSX,1386-1388,GP35,Jun-64,2500.0
1790,79,Independent Locomotive Service,ILSX,1389 & 1390,GP39-2,Oct-78,2300.0
1791,80,Independent Locomotive Service,ILSX,1391 & 1393,GP10,Mar-57,1800.0
1792,81,Independent Locomotive Service,ILSX,1395-1396,GP10,Aug-55,1800.0
1793,82,Independent Locomotive Service,ILSX,1398,GP10,Oct-53,1800.0
1794,83,Independent Locomotive Service,ILSX,1401 & 1402,GP15-1,,1500.0
1795,84,Independent Locomotive Service,ILSX,1907,GP9,Jul-57,1750.0
1796,85,Independent Locomotive Service,ILSX,2117,SW1200,Sep-53,1200.0
1797,86,Independent Locomotive Service,ILSX,"3133, 3137",SD40-3,Jul-69,
1798,87,Independent Locomotive Service,ILSX,"3144, 3152",SD40-3,Apr-70,
1799,88,Independent Locomotive Service,ILSX,3523,SW1200,Feb-59,1200.0
1800,89,Independent Locomotive Service,ILSX,3636,SW1000,Dec-70,1000.0
1801,90,Independent Locomotive Service,ILSX,4551,GP9,May-57,1750.0
1802,91,Independent Locomotive Service,ILSX,5148,GP38-2,Oct-74,2000.0
1803,92,Independent Locomotive Service,ILSX,8758,SW1,Jun-52,600.0
1804,0,InTerm Service,ITSX,201,GP38,Nov-67,2000.0
1805,1,InTerm Service,ITSX,1600,GP7,Dec-52,1500.0
1806,2,InTerm Service,ITSX,1601,GP7,Nov-51,1500.0
1807,3,InTerm Service,ITSX,2839,SD45T-2,Jan-74,3600.0
1808,4,InTerm Service,ITSX,2847,SD40T-2,Apr-72,3000.0
1809,5,InTerm Service,ITSX,3312,SD40-2,Jul-76,3000.0
1810,6,InTerm Service,ITSX,3446 & 3454,SW1500,Sep-67,1500.0
1811,7,InTerm Service,ITSX,6211,SD40-2,May-74,3000.0
1812,8,InTerm Service,ITSX,6253,SD40-2,Feb-74,3000.0
1813,9,InTerm Service,ITSX,6775,SD40-2,May-77,3000.0
1814,10,InTerm Service,ITSX,6995,SD40,Oct-68,3000.0
1815,11,InTerm Service,ITSX,7198,SD40-2,Sep-79,3000.0
1816,12,InTerm Service,ITSX,7807,SD40-2,Jun-77,3000.0
1817,13,InTerm Service,ITSX,7914,SD40-2,Jun-79,3000.0
1818,0,JTBX,JTBX,84,SW1,Jun-39,600.0
1819,1,JTBX,JTBX,814,SD-M,Apr-59,
1820,0,Locomotive Leasing Partners,LLPX,65-69,SW1001,,1000.0
1821,1,Locomotive Leasing Partners,LLPX,70-73 & 74-77,SW1001,,1000.0
1822,2,Locomotive Leasing Partners,LLPX,80-89,SW1001,,1000.0
1823,3,Locomotive Leasing Partners,LLPX,90-99,SW1001,,1000.0
1824,4,Locomotive Leasing Partners,LLPX,103-106,SW1500 / MP15,,
1825,5,Locomotive Leasing Partners,LLPX,115-116,SW1500 / MP15,,
1826,6,Locomotive Leasing Partners,LLPX,120-121,SW1500 / MP15,,
1827,7,Locomotive Leasing Partners,LLPX,"122, 24-28",SW1500 / MP15,,
1828,8,Locomotive Leasing Partners,LLPX,131-35 & 138-44,SW1500 / MP15,,
1829,9,Locomotive Leasing Partners,LLPX,147-149,SW1500 / MP15,,
1830,10,Locomotive Leasing Partners,LLPX,150-158,SW1500 / MP15,,
1831,11,Locomotive Leasing Partners,LLPX,159,SW1500 / MP15,,
1832,12,Locomotive Leasing Partners,LLPX,"160, 162 & 166",SW1500 / MP15,,
1833,13,Locomotive Leasing Partners,LLPX,168,SW1500 / MP15,,
1834,14,Locomotive Leasing Partners,LLPX,170-181,SW1500 / MP15,,
1835,15,Locomotive Leasing Partners,LLPX,205,SW1500 / MP15,,
1836,16,Locomotive Leasing Partners,LLPX,206-215,SW1500 / MP15,,
1837,17,Locomotive Leasing Partners,LLPX,304,SW1500 / MP15,,
1838,18,Locomotive Leasing Partners,LLPX,308-309,SW1500 / MP15,,
1839,19,Locomotive Leasing Partners,LLPX,"312, 316 & 318",SW1500 / MP15,,
1840,20,Locomotive Leasing Partners,LLPX,401-405 & 409,GP15-1,,1500.0
1841,21,Locomotive Leasing Partners,LLPX,"411-413, 415 & 427-28",GP15-1,,1500.0
1842,22,Locomotive Leasing Partners,LLPX,429,GP15-1,,1500.0
1843,23,Locomotive Leasing Partners,LLPX,499,GP15-1,,1500.0
1844,24,Locomotive Leasing Partners,LLPX,505,SW900/1200,,
1845,25,Locomotive Leasing Partners,LLPX,507,SW900/1200,,
1846,26,Locomotive Leasing Partners,LLPX,930,MP15,,
1847,27,Locomotive Leasing Partners,LLPX,1501-1512,GP15-1,,1500.0
1848,28,Locomotive Leasing Partners,LLPX,1516-1520,GP15-1,,1500.0
1849,29,Locomotive Leasing Partners,LLPX,1516-1520,GP15-1,,1500.0
1850,30,Locomotive Leasing Partners,LLPX,2001 & 2002,GP38,Oct-69,2000.0
1851,31,Locomotive Leasing Partners,LLPX,2003,GP38,,2000.0
1852,32,Locomotive Leasing Partners,LLPX,2004-07,GP38,Sep-69,2000.0
1853,33,Locomotive Leasing Partners,LLPX,2008 & 2009,GP38,Dec-66,2000.0
1854,34,Locomotive Leasing Partners,LLPX,2010 & 2011,GP38,Aug-70,2000.0
1855,35,Locomotive Leasing Partners,LLPX,2012 & 2013,GP38,Jun-69,2000.0
1856,36,Locomotive Leasing Partners,LLPX,2014 & 2015,GP38,Jul-70,2000.0
1857,37,Locomotive Leasing Partners,LLPX,2016 & 2018,GP38,Jul-69,2000.0
1858,38,Locomotive Leasing Partners,LLPX,2017 & 2019,GP38,Mar-71,2000.0
1859,39,Locomotive Leasing Partners,LLPX,2020,GP38,Oct-67,2000.0
1860,40,Locomotive Leasing Partners,LLPX,2021 & 2022,GP38,Feb-71,2000.0
1861,41,Locomotive Leasing Partners,LLPX,2023 & 2024,GP38,Nov-67,2000.0
1862,42,Locomotive Leasing Partners,LLPX,2025-2027,GP38,Aug-70,2000.0
1863,43,Locomotive Leasing Partners,LLPX,2028-2030,GP38,Aug-70,2000.0
1864,44,Locomotive Leasing Partners,LLPX,#2030 scrapped,GP38,,2000.0
1865,45,Locomotive Leasing Partners,LLPX,2031-2033,GP38,Aug-69,2000.0
1866,46,Locomotive Leasing Partners,LLPX,2034,GP38,Mar-71,2000.0
1867,47,Locomotive Leasing Partners,LLPX,2035,GP38,Jul-70,2000.0
1868,48,Locomotive Leasing Partners,LLPX,2036,GP38,Dec-67,2000.0
1869,49,Locomotive Leasing Partners,LLPX,2037-2039,GP38,Apr-70,2000.0
1870,50,Locomotive Leasing Partners,LLPX,2040 & 2046,GP38,Oct-67,2000.0
1871,51,Locomotive Leasing Partners,LLPX,2041-2045,GP38,Mar-71,2000.0
1872,52,Locomotive Leasing Partners,LLPX,2047 & 2048,GP38,Aug-70,2000.0
1873,53,Locomotive Leasing Partners,LLPX,2049-2051,GP38,Oct-68,2000.0
1874,54,Locomotive Leasing Partners,LLPX,2052 & 2055,GP38,Aug-70,2000.0
1875,55,Locomotive Leasing Partners,LLPX,2053 & 2054,GP38,Jul-67,2000.0
1876,56,Locomotive Leasing Partners,LLPX,2080 & 2081,GP38,May-67,2000.0
1877,57,Locomotive Leasing Partners,LLPX,"2202, 2205 & 2206",GP38-2,Oct-70,2000.0
1878,58,Locomotive Leasing Partners,LLPX,2209,GP38-2,May-70,2000.0
